unit,nationalsecurity,healthcare,education,jobs,crime,immigration,drugaddiction,socialsecurity,terrorism,environment,ranking,treat,issue,quotecondition,issuecondition,pid,ideo,gender,age,race
2548,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,3,Jobs,No quote,Top issue,Strong Democrat,Liberal,Female,35-44,Hispanic
2549,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,0,National security,No quote,No issue,Strong Republican,Conservative,Male,65 or over,White/Caucasian
2550,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,2,Immigration,We win,No issue,Strong Republican,Liberal,Female,55-64,Hispanic
2551,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,1,Crime,They lose,No issue,Independent,Moderate,Male,45-54,Hispanic
2552,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,0,Jobs,No quote,No issue,Lean Republican,Moderate,Male,18-24,White/Caucasian
2553,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,4,Health care,They lose,Top issue,Lean Democrat,Liberal,Male,18-24,White/Caucasian
2554,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,---1------,3,Jobs,No quote,Top issue,Strong Republican,Very Conservative,Male,45-54,African American
2555,NA,NA,NA,NA,3,NA,1,NA,NA,NA,----3-1---,2,Crime,We win,No issue,Not sure,Conservative,Male,25-34,White/Caucasian
2556,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,2,Jobs,We win,No issue,Lean Democrat,Liberal,Female,55-64,White/Caucasian
2557,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,5,Health care,We win,Top issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
2558,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,1,Terrorism,They lose,No issue,Not sure,Moderate,Female,65 or over,White/Caucasian
2559,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,2,Immigration,We win,No issue,Strong Republican,Very Conservative,Male,45-54,White/Caucasian
2560,NA,NA,NA,NA,NA,NA,3,NA,NA,1,------3--1,8,Drug addiction,We win,3rd issue,Strong Democrat,Liberal,Male,55-64,White/Caucasian
2561,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,3,Health care,No quote,Top issue,Lean Democrat,Conservative,Male,25-34,White/Caucasian
2562,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,4,Jobs,They lose,Top issue,Weak Democrat,Very Liberal,Male,45-54,White/Caucasian
2563,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,1,Health care,They lose,No issue,Not sure,Not Sure,Female,45-54,African American
2564,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,1,Crime,They lose,No issue,Lean Republican,Moderate,Male,55-64,White/Caucasian
2565,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,3,Education,No quote,Top issue,Lean Democrat,Liberal,Male,25-34,White/Caucasian
2566,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,0,Environment,No quote,No issue,Independent,Not Sure,Female,55-64,Hispanic
2567,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,4,Health care,They lose,Top issue,Strong Democrat,Very Liberal,Female,45-54,White/Caucasian
2568,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,4,National security,They lose,Top issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
2569,NA,NA,NA,NA,NA,1,3,NA,NA,NA,-----13---,8,Drug addiction,We win,3rd issue,Strong Republican,Very Conservative,Male,18-24,White/Caucasian
2570,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,2,Jobs,We win,No issue,Lean Democrat,Liberal,Male,55-64,White/Caucasian
2571,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,6,Social security,No quote,3rd issue,Strong Democrat,Liberal,Male,55-64,White/Caucasian
2572,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,5,National security,We win,Top issue,Independent,Moderate,Female,35-44,White/Caucasian
2573,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,4,Social security,They lose,Top issue,Independent,Conservative,Male,65 or over,White/Caucasian
2574,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,4,Health care,They lose,Top issue,Lean Democrat,Moderate,Male,45-54,White/Caucasian
2575,NA,NA,NA,NA,1,NA,NA,NA,3,NA,----1---3-,7,Terrorism,They lose,3rd issue,Not sure,Moderate,Male,25-34,White/Caucasian
2576,NA,NA,NA,3,NA,NA,NA,1,NA,NA,---3---1--,3,Social security,No quote,Top issue,Strong Republican,Liberal,Male,25-34,Asian
2577,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,3,Environment,No quote,Top issue,Strong Democrat,Very Liberal,Female,65 or over,White/Caucasian
2578,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,7,Health care,They lose,3rd issue,Independent,Very Liberal,Male,18-24,Hispanic
2579,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,8,Environment,We win,3rd issue,Weak Democrat,Liberal,Female,45-54,White/Caucasian
2580,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,2,Health care,We win,No issue,Independent,Conservative,Male,55-64,White/Caucasian
2581,NA,NA,3,NA,NA,NA,NA,1,NA,NA,--3----1--,5,Social security,We win,Top issue,Independent,Moderate,Male,65 or over,Other
2582,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,2,Jobs,We win,No issue,Not sure,Very Liberal,Other,18-24,White/Caucasian
2583,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,1,Education,They lose,No issue,Independent,Moderate,Female,18-24,White/Caucasian
2584,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,5,Education,We win,Top issue,Independent,Very Liberal,Male,18-24,White/Caucasian
2585,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3-1-------,3,Education,No quote,Top issue,Lean Democrat,Moderate,Male,25-34,African American
2586,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,2,Health care,We win,No issue,Independent,Very Liberal,Male,45-54,White/Caucasian
2587,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,0,National security,No quote,No issue,Lean Republican,Moderate,Male,45-54,White/Caucasian
2588,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,3,Social security,No quote,Top issue,Strong Democrat,Conservative,Male,55-64,White/Caucasian
2589,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,3,Jobs,No quote,Top issue,Independent,Moderate,Female,25-34,White/Caucasian
2590,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,0,Jobs,No quote,No issue,Independent,Conservative,Prefer not to say,25-34,Other
2591,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,6,Social security,No quote,3rd issue,Weak Democrat,Not Sure,Male,45-54,African American
2592,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,3,Health care,No quote,Top issue,Strong Republican,Conservative,Male,55-64,White/Caucasian
2593,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,1,Crime,They lose,No issue,Strong Democrat,Liberal,Male,55-64,Asian
2594,NA,3,NA,NA,NA,1,NA,NA,NA,NA,-3---1----,7,Health care,They lose,3rd issue,Strong Democrat,Moderate,Female,55-64,African American
2595,NA,NA,NA,NA,NA,1,3,NA,NA,NA,-----13---,8,Drug addiction,We win,3rd issue,Weak Republican,Conservative,Male,25-34,White/Caucasian
2596,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,6,Crime,No quote,3rd issue,Lean Republican,Moderate,Female,45-54,White/Caucasian
2597,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,7,National security,They lose,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
2598,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,7,Jobs,They lose,3rd issue,Independent,Very Conservative,Female,45-54,Other
2599,NA,NA,NA,1,NA,NA,3,NA,NA,NA,---1--3---,4,Jobs,They lose,Top issue,Independent,Moderate,Male,18-24,White/Caucasian
2600,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,6,Jobs,No quote,3rd issue,Strong Republican,Moderate,Male,25-34,Hispanic
2601,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,1,Social security,They lose,No issue,Strong Democrat,Very Conservative,Male,55-64,White/Caucasian
2602,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,6,Social security,No quote,3rd issue,Independent,Moderate,Male,25-34,Hispanic
2603,NA,NA,3,NA,NA,NA,NA,NA,1,NA,--3-----1-,2,Education,We win,No issue,Not sure,Not Sure,Male,18-24,White/Caucasian
2604,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,7,Environment,They lose,3rd issue,Lean Democrat,Liberal,Male,18-24,White/Caucasian
2605,NA,NA,1,NA,NA,3,NA,NA,NA,NA,--1--3----,8,Immigration,We win,3rd issue,Independent,Moderate,Male,25-34,Hispanic
2606,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,4,Jobs,They lose,Top issue,Lean Democrat,Liberal,Male,25-34,White/Caucasian
2607,NA,NA,NA,NA,NA,NA,NA,NA,3,1,--------31,0,Terrorism,No quote,No issue,Independent,Liberal,Male,35-44,White/Caucasian
2608,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,7,National security,They lose,3rd issue,Independent,Very Conservative,Female,65 or over,White/Caucasian
2609,NA,NA,NA,1,NA,NA,NA,NA,3,NA,---1----3-,0,Terrorism,No quote,No issue,Weak Republican,Conservative,Male,25-34,Hispanic
2610,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,3,Health care,No quote,Top issue,Lean Democrat,Moderate,Male,55-64,White/Caucasian
2611,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,7,National security,They lose,3rd issue,Lean Democrat,Moderate,Female,65 or over,White/Caucasian
2612,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,5,Jobs,We win,Top issue,Weak Republican,Moderate,Male,25-34,White/Caucasian
2613,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,1,National security,They lose,No issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
2614,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,6,National security,No quote,3rd issue,Weak Republican,Conservative,Male,18-24,White/Caucasian
2615,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,0,National security,No quote,No issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
2616,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,6,Jobs,No quote,3rd issue,Strong Democrat,Liberal,Male,45-54,White/Caucasian
2617,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,3,Health care,No quote,Top issue,Strong Democrat,Moderate,Female,65 or over,White/Caucasian
2618,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,1,Health care,They lose,No issue,Strong Democrat,Very Liberal,Male,25-34,White/Caucasian
2619,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,1,National security,They lose,No issue,Weak Republican,Very Conservative,Male,45-54,White/Caucasian
2620,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,6,Health care,No quote,3rd issue,Strong Democrat,Very Liberal,Male,25-34,White/Caucasian
2621,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,4,Health care,They lose,Top issue,Strong Democrat,Liberal,Male,55-64,White/Caucasian
2622,NA,3,NA,NA,NA,NA,NA,NA,1,NA,-3------1-,6,Health care,No quote,3rd issue,Lean Democrat,Moderate,Male,45-54,White/Caucasian
2623,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,4,National security,They lose,Top issue,Strong Republican,Conservative,Male,18-24,White/Caucasian
2624,NA,NA,NA,NA,3,NA,NA,1,NA,NA,----3--1--,8,Crime,We win,3rd issue,Lean Democrat,Liberal,Female,55-64,White/Caucasian
2625,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,0,Jobs,No quote,No issue,Weak Republican,Not Sure,Male,25-34,White/Caucasian
2626,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,4,Health care,They lose,Top issue,Independent,Moderate,Female,65 or over,White/Caucasian
2627,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,5,National security,We win,Top issue,Strong Democrat,Very Liberal,Male,55-64,White/Caucasian
2628,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,8,Environment,We win,3rd issue,Strong Democrat,Liberal,Male,55-64,Hispanic
2629,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,2,Immigration,We win,No issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
2630,NA,NA,NA,NA,NA,NA,NA,NA,1,3,--------13,4,Terrorism,They lose,Top issue,Independent,Moderate,Male,18-24,White/Caucasian
2631,NA,NA,NA,3,NA,NA,NA,NA,NA,1,---3-----1,0,Jobs,No quote,No issue,Strong Democrat,Moderate,Male,18-24,Hispanic
2632,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,5,National security,We win,Top issue,Lean Republican,Moderate,Male,55-64,White/Caucasian
2633,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,1,Health care,They lose,No issue,Lean Democrat,Moderate,Male,25-34,White/Caucasian
2634,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,5,Environment,We win,Top issue,Weak Republican,Moderate,Male,55-64,White/Caucasian
2635,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,6,Environment,No quote,3rd issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
2636,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,7,Social security,They lose,3rd issue,Strong Republican,Moderate,Female,65 or over,White/Caucasian
2637,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3--------1,7,National security,They lose,3rd issue,Lean Democrat,Moderate,Male,45-54,White/Caucasian
2638,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,5,Health care,We win,Top issue,Lean Democrat,Moderate,Male,45-54,White/Caucasian
2639,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,1,Social security,They lose,No issue,Independent,Moderate,Male,25-34,Native American
2640,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,5,Jobs,We win,Top issue,Strong Republican,Very Conservative,Male,25-34,White/Caucasian
2641,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3-------1-,4,Terrorism,They lose,Top issue,Lean Democrat,Liberal,Female,65 or over,White/Caucasian
2642,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,7,Education,They lose,3rd issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
2643,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,0,Jobs,No quote,No issue,Strong Republican,Very Conservative,Male,18-24,White/Caucasian
2644,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,6,Health care,No quote,3rd issue,Weak Republican,Moderate,Female,45-54,White/Caucasian
2645,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,8,Health care,We win,3rd issue,Not sure,Not Sure,Male,18-24,White/Caucasian
2646,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,1,Crime,They lose,No issue,Weak Democrat,Conservative,Female,35-44,Asian
2647,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,1,National security,They lose,No issue,Independent,Liberal,Female,65 or over,White/Caucasian
2648,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3--------1,7,National security,They lose,3rd issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
2649,NA,NA,NA,NA,1,NA,NA,3,NA,NA,----1--3--,5,Crime,We win,Top issue,Independent,Liberal,Female,18-24,African American
2650,NA,NA,1,NA,NA,NA,NA,3,NA,NA,--1----3--,5,Education,We win,Top issue,Weak Republican,Conservative,Male,55-64,White/Caucasian
2651,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,2,Jobs,We win,No issue,Weak Republican,Conservative,Male,18-24,White/Caucasian
2652,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,8,Immigration,We win,3rd issue,Strong Republican,Very Conservative,Female,45-54,White/Caucasian
2653,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,5,Social security,We win,Top issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
2654,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,7,Education,They lose,3rd issue,Independent,Not Sure,Female,35-44,Asian
2655,NA,NA,NA,1,NA,NA,3,NA,NA,NA,---1--3---,8,Drug addiction,We win,3rd issue,Strong Democrat,Liberal,Male,45-54,White/Caucasian
2656,NA,NA,NA,NA,NA,NA,3,1,NA,NA,------31--,4,Social security,They lose,Top issue,Strong Democrat,Moderate,Male,65 or over,White/Caucasian
2657,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,0,Jobs,No quote,No issue,Independent,Conservative,Male,25-34,White/Caucasian
2658,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,2,Terrorism,We win,No issue,Weak Republican,Conservative,Male,45-54,White/Caucasian
2659,NA,NA,1,NA,NA,NA,3,NA,NA,NA,--1---3---,7,Drug addiction,They lose,3rd issue,Independent,Liberal,Female,25-34,Hispanic
2660,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,7,Health care,They lose,3rd issue,Strong Democrat,Very Liberal,Male,55-64,White/Caucasian
2661,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,1,Education,They lose,No issue,Not sure,Not Sure,Male,55-64,White/Caucasian
2662,NA,NA,NA,NA,NA,NA,NA,NA,1,3,--------13,1,Terrorism,They lose,No issue,Lean Democrat,Liberal,Female,18-24,White/Caucasian
2663,NA,NA,NA,3,NA,NA,NA,1,NA,NA,---3---1--,5,Social security,We win,Top issue,Strong Democrat,Moderate,Female,55-64,Hispanic
2664,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,4,Environment,They lose,Top issue,Independent,Moderate,Female,65 or over,White/Caucasian
2665,NA,NA,NA,NA,NA,NA,3,NA,NA,1,------3--1,3,Environment,No quote,Top issue,Independent,Very Liberal,Male,25-34,White/Caucasian
2666,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,2,Jobs,We win,No issue,Strong Republican,Conservative,Female,25-34,White/Caucasian
2667,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,3,National security,No quote,Top issue,Strong Republican,Very Conservative,Female,65 or over,White/Caucasian
2668,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,3,Environment,No quote,Top issue,Lean Democrat,Liberal,Female,45-54,White/Caucasian
2669,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,0,National security,No quote,No issue,Strong Republican,Liberal,Male,45-54,White/Caucasian
2670,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,4,National security,They lose,Top issue,Weak Republican,Moderate,Male,45-54,White/Caucasian
2671,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,6,National security,No quote,3rd issue,Lean Republican,Conservative,Male,18-24,White/Caucasian
2672,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,5,Health care,We win,Top issue,Strong Republican,Very Conservative,NA,65 or over,White/Caucasian
2673,NA,NA,NA,3,NA,NA,NA,NA,1,NA,---3----1-,6,Jobs,No quote,3rd issue,Weak Republican,Conservative,Female,35-44,Asian
2674,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,0,Jobs,No quote,No issue,Independent,Moderate,Female,65 or over,White/Caucasian
2675,NA,NA,3,NA,NA,1,NA,NA,NA,NA,--3--1----,6,Education,No quote,3rd issue,Weak Democrat,Liberal,Female,18-24,White/Caucasian
2676,NA,NA,NA,NA,NA,NA,NA,1,3,NA,-------13-,5,Social security,We win,Top issue,Not sure,Not Sure,Female,65 or over,White/Caucasian
2677,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,0,Health care,No quote,No issue,Strong Democrat,Very Liberal,Female,18-24,White/Caucasian
2678,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,1,Social security,They lose,No issue,Lean Republican,Moderate,Male,45-54,White/Caucasian
2679,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,0,National security,No quote,No issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
2680,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,7,Social security,They lose,3rd issue,Not sure,Moderate,Female,45-54,African American
2681,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,5,National security,We win,Top issue,Weak Republican,Conservative,Male,55-64,White/Caucasian
2682,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,1,Health care,They lose,No issue,Weak Republican,Moderate,Male,45-54,White/Caucasian
2683,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,8,Health care,We win,3rd issue,Weak Democrat,Very Liberal,Female,65 or over,White/Caucasian
2684,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,7,Education,They lose,3rd issue,Independent,Not Sure,Male,35-44,White/Caucasian
2685,NA,NA,NA,NA,NA,1,NA,NA,3,NA,-----1--3-,2,Terrorism,We win,No issue,Strong Republican,Very Conservative,Male,65 or over,White/Caucasian
2686,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,1,National security,They lose,No issue,Strong Republican,Very Conservative,Female,55-64,White/Caucasian
2687,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,3,National security,No quote,Top issue,Independent,Conservative,Female,45-54,White/Caucasian
2688,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,5,Social security,We win,Top issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
2689,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,6,Education,No quote,3rd issue,Strong Democrat,Liberal,Female,55-64,White/Caucasian
2690,NA,NA,NA,NA,NA,1,NA,NA,3,NA,-----1--3-,6,Terrorism,No quote,3rd issue,Independent,Moderate,Female,65 or over,White/Caucasian
2691,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,4,Social security,They lose,Top issue,Lean Democrat,Moderate,Male,65 or over,White/Caucasian
2692,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,2,National security,We win,No issue,Weak Democrat,Moderate,Female,65 or over,White/Caucasian
2693,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,7,Health care,They lose,3rd issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
2694,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1-----3---,5,National security,We win,Top issue,Weak Republican,Not Sure,Female,55-64,White/Caucasian
2695,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,3,Jobs,No quote,Top issue,Independent,Moderate,Female,25-34,Asian
2696,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,1,Social security,They lose,No issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
2697,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,4,National security,They lose,Top issue,Independent,Moderate,Female,45-54,White/Caucasian
2698,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,6,Immigration,No quote,3rd issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
2699,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,0,Jobs,No quote,No issue,Lean Republican,Moderate,Male,45-54,Hispanic
2700,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,2,Health care,We win,No issue,Independent,Conservative,Male,65 or over,White/Caucasian
2701,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,3,Health care,No quote,Top issue,Strong Democrat,Liberal,Male,65 or over,White/Caucasian
2702,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,1,Jobs,They lose,No issue,Independent,Not Sure,Female,25-34,White/Caucasian
2703,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,3,Jobs,No quote,Top issue,Weak Democrat,Liberal,Male,18-24,White/Caucasian
2704,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,7,Education,They lose,3rd issue,Independent,Moderate,Male,18-24,Hispanic
2705,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,7,National security,They lose,3rd issue,Strong Democrat,Liberal,Female,65 or over,Asian
2706,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,7,Immigration,They lose,3rd issue,Independent,Very Conservative,Female,55-64,White/Caucasian
2707,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,1,Health care,They lose,No issue,Lean Republican,Moderate,Female,35-44,White/Caucasian
2708,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,6,National security,No quote,3rd issue,Weak Republican,Conservative,Male,45-54,White/Caucasian
2709,NA,NA,NA,NA,NA,1,NA,NA,NA,3,-----1---3,4,Immigration,They lose,Top issue,Not sure,Conservative,Male,18-24,Hispanic
2710,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,5,Social security,We win,Top issue,Strong Democrat,Very Liberal,Male,55-64,White/Caucasian
2711,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,----1-----,2,Crime,We win,No issue,Weak Republican,Very Conservative,Male,18-24,Native American
2712,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1-----3---,8,Drug addiction,We win,3rd issue,Strong Republican,Very Conservative,Male,25-34,Other
2713,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,8,Education,We win,3rd issue,Lean Republican,Conservative,Male,55-64,Asian
2714,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,2,Health care,We win,No issue,Lean Republican,Moderate,Male,18-24,White/Caucasian
2715,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1--3------,8,Jobs,We win,3rd issue,Strong Democrat,Conservative,Male,45-54,White/Caucasian
2716,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,3,Health care,No quote,Top issue,Strong Democrat,Very Liberal,Male,18-24,White/Caucasian
2717,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,1,Jobs,They lose,No issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
